,Unnamed: 0,Name,Age,Overall,Potential,Club,Value,Wage,Acceleration,Aggression,Ball control,Dribbling,Finishing,Shot power,Strength,Sprint speed,Stamina,Preferred Positions,Thou/Mill,Value Int,Wage Int,Preferred Position,age group,class group
159,159,G. Bonaventura,27,83,83,Milan,€26.5M,€115K,78.0,68.0,85.0,83.0,70.0,84.0,69.0,78.0,87.0,LW CM ,Mill,26000000.0,115000.0,LW,24-30,Pro
157,157,Parejo,28,83,83,Valencia CF,€25.5M,€45K,55.0,58.0,83.0,78.0,75.0,80.0,72.0,50.0,76.0,CDM CAM CM ,Mill,25000000.0,45000.0,CD,24-30,Pro
128,128,O. Dembélé,20,83,92,FC Barcelona,€40M,€150K,93.0,54.0,85.0,92.0,77.0,82.0,47.0,89.0,74.0,CAM LW RW ,Mill,40000000.0,150000.0,CA,18-24,Pro
156,156,J. Pastore,28,83,83,Paris Saint-Germain,€25.5M,€100K,69.0,65.0,87.0,88.0,73.0,78.0,64.0,72.0,67.0,RW LW CM ,Mill,25000000.0,100000.0,RW,24-30,Pro
129,129,N. Keïta,22,83,88,RB Leipzig,€34M,€68K,82.0,77.0,88.0,90.0,74.0,76.0,59.0,66.0,88.0,CAM CDM CM ,Mill,34000000.0,68000.0,CA,18-24,Pro
130,130,J. Giménez,22,83,87,Atlético Madrid,€28.5M,€53K,68.0,89.0,56.0,47.0,37.0,72.0,84.0,72.0,68.0,CB ,Mill,28000000.0,53000.0,CB,18-24,Pro
132,132,T. Lemar,21,83,91,AS Monaco,€38.5M,€37K,86.0,63.0,86.0,88.0,78.0,82.0,69.0,84.0,79.0,LM ,Mill,38000000.0,37000.0,LM,18-24,Pro
133,133,João Mário,24,83,88,Inter,€34M,€70K,71.0,61.0,85.0,84.0,66.0,77.0,69.0,75.0,84.0,CAM CM ,Mill,34000000.0,70000.0,CA,18-24,Pro
134,134,N. Süle,21,83,89,FC Bayern Munich,€30.5M,€78K,51.0,81.0,63.0,42.0,20.0,77.0,94.0,76.0,65.0,CB ,Mill,30000000.0,78000.0,CB,18-24,Pro
136,136,Fabinho,23,83,88,AS Monaco,€29.5M,€37K,73.0,83.0,80.0,75.0,66.0,75.0,80.0,75.0,89.0,CDM ,Mill,29000000.0,37000.0,CD,18-24,Pro
137,137,M. Salah,25,83,86,Liverpool,€32.5M,€135K,93.0,63.0,87.0,87.0,79.0,71.0,61.0,93.0,77.0,RW ,Mill,32000000.0,135000.0,RW,24-30,Pro
138,138,A. Belotti,23,83,90,Torino,€37M,€58K,80.0,83.0,78.0,78.0,88.0,81.0,85.0,83.0,84.0,ST ,Mill,37000000.0,58000.0,ST,18-24,Pro
139,139,E. Forsberg,25,83,85,RB Leipzig,€31.5M,€75K,78.0,62.0,85.0,82.0,72.0,75.0,63.0,72.0,76.0,LM CAM ,Mill,31000000.0,75000.0,LM,24-30,Pro
140,140,Marquinhos,23,83,89,Paris Saint-Germain,€30.5M,€75K,69.0,80.0,76.0,65.0,33.0,53.0,74.0,72.0,75.0,CB ,Mill,30000000.0,75000.0,CB,18-24,Pro
141,141,William Carvalho,25,83,86,Sporting CP,€27.5M,€21K,52.0,75.0,78.0,79.0,56.0,59.0,88.0,53.0,84.0,CM CDM ,Mill,27000000.0,21000.0,CM,24-30,Pro
142,142,S. Umtiti,23,83,88,FC Barcelona,€29.5M,€135K,72.0,80.0,75.0,69.0,51.0,83.0,78.0,75.0,79.0,CB ,Mill,29000000.0,135000.0,CB,18-24,Pro
143,143,R. Mahrez,26,83,84,Leicester City,€30.5M,€88K,85.0,40.0,88.0,88.0,74.0,76.0,51.0,80.0,75.0,RM ,Mill,30000000.0,88000.0,RM,24-30,Pro
144,144,V. van Dijk,25,83,86,Southampton,€27.5M,€89K,69.0,78.0,73.0,70.0,52.0,81.0,92.0,76.0,76.0,CB ,Mill,27000000.0,89000.0,CB,24-30,Pro
145,145,Roberto Firmino,25,83,87,Liverpool,€34M,€135K,77.0,66.0,85.0,87.0,83.0,79.0,76.0,77.0,86.0,CAM CF ST ,Mill,34000000.0,135000.0,CA,24-30,Pro
146,146,Danilo Pereira,25,83,86,FC Porto,€27.5M,€18K,67.0,88.0,77.0,76.0,56.0,77.0,89.0,68.0,87.0,CM CB CDM ,Mill,27000000.0,18000.0,CM,24-30,Pro
147,147,Vitolo,27,83,83,UD Las Palmas,€27M,€68K,81.0,61.0,85.0,86.0,79.0,77.0,81.0,79.0,81.0,RM LM ,Mill,27000000.0,68000.0,RM,24-30,Pro
149,149,S. de Vrij,25,83,88,Lazio,€29M,€56K,68.0,74.0,71.0,61.0,25.0,65.0,80.0,68.0,69.0,CB ,Mill,29000000.0,56000.0,CB,24-30,Pro
190,190,J. Mascherano,33,83,83,FC Barcelona,€10.5M,€155K,67.0,88.0,80.0,58.0,42.0,76.0,74.0,64.0,76.0,CDM CB ,Mill,10000000.0,155000.0,CD,30-36,Pro
152,152,I. Gueye,27,83,84,Everton,€24.5M,€115K,78.0,84.0,79.0,75.0,50.0,80.0,76.0,75.0,88.0,CM CDM ,Mill,24000000.0,115000.0,CM,24-30,Pro
153,153,Iago Aspas,29,83,83,RC Celta de Vigo,€26M,€39K,84.0,63.0,84.0,85.0,86.0,79.0,59.0,79.0,70.0,RW ST ,Mill,26000000.0,39000.0,RW,24-30,Pro
154,154,N. Otamendi,29,83,83,Manchester City,€20M,€140K,62.0,90.0,64.0,41.0,53.0,69.0,80.0,64.0,76.0,CB ,Mill,20000000.0,140000.0,CB,24-30,Pro
155,155,N. Matić,28,83,83,Manchester United,€21M,€140K,62.0,83.0,78.0,72.0,64.0,78.0,89.0,66.0,89.0,CM CDM ,Mill,21000000.0,140000.0,CM,24-30,Pro
189,189,Santi Cazorla,32,83,83,Arsenal,€19.5M,€130K,68.0,64.0,87.0,85.0,75.0,77.0,59.0,63.0,68.0,CDM CM ,Mill,19000000.0,130000.0,CD,30-36,Pro
151,151,J. Matip,25,83,85,Liverpool,€26.5M,€110K,60.0,81.0,71.0,65.0,36.0,66.0,81.0,73.0,73.0,CB ,Mill,26000000.0,110000.0,CB,24-30,Pro
191,191,W. Sneijder,33,83,83,OGC Nice,€15.5M,€47K,70.0,55.0,85.0,82.0,72.0,86.0,57.0,69.0,62.0,CAM ,Mill,15000000.0,47000.0,CA,30-36,Pro
193,193,D. De Rossi,33,83,83,Roma,€10.5M,€73K,69.0,84.0,78.0,64.0,50.0,81.0,83.0,68.0,78.0,CDM ,Mill,10000000.0,73000.0,CD,30-36,Pro
195,195,Quaresma,33,83,83,Beşiktaş JK,€15.5M,€67K,85.0,62.0,87.0,89.0,70.0,83.0,54.0,82.0,69.0,LM RM ,Mill,15000000.0,67000.0,LM,30-36,Pro
196,196,Y. Touré,34,83,83,Manchester City,€12.5M,€145K,61.0,78.0,82.0,78.0,82.0,86.0,92.0,64.0,73.0,CDM CM ,Mill,12000000.0,145000.0,CD,30-36,Pro
192,192,Nani,30,83,83,Lazio,€24.5M,€47K,84.0,62.0,86.0,87.0,75.0,85.0,62.0,78.0,74.0,LM CAM RW LW ,Mill,24000000.0,47000.0,LM,24-30,Pro
256,256,A. Ramsey,26,82,83,Arsenal,€25.5M,€130K,67.0,73.0,82.0,81.0,72.0,81.0,69.0,68.0,89.0,RM CDM CM ,Mill,25000000.0,130000.0,RM,24-30,Pro
267,267,G. Wijnaldum,26,82,85,Liverpool,€27M,€130K,79.0,64.0,84.0,85.0,74.0,78.0,71.0,82.0,87.0,CAM CM ,Mill,27000000.0,130000.0,CA,24-30,Pro
266,266,V. Ćorluka,31,82,82,Lokomotiv Moscow,€15M,€54K,49.0,81.0,73.0,65.0,47.0,64.0,84.0,65.0,80.0,CB ,Mill,15000000.0,54000.0,CB,30-36,Pro
264,264,L. Fejsa,28,82,82,SL Benfica,€18M,€18K,52.0,91.0,71.0,68.0,49.0,73.0,83.0,54.0,88.0,CM CDM ,Mill,18000000.0,18000.0,CM,24-30,Pro
262,262,M. Kruse,29,82,82,SV Werder Bremen,€22M,€47K,74.0,63.0,86.0,82.0,86.0,81.0,69.0,69.0,76.0,CAM ST CF ,Mill,22000000.0,47000.0,CA,24-30,Pro
261,261,J. Henderson,27,82,84,Liverpool,€21.5M,€115K,73.0,80.0,80.0,74.0,67.0,75.0,76.0,71.0,93.0,CM CDM ,Mill,21000000.0,115000.0,CM,24-30,Pro
260,260,M. Arnautović,28,82,82,West Ham United,€22.5M,€125K,76.0,81.0,85.0,84.0,73.0,78.0,84.0,78.0,79.0,LW RM LM ,Mill,22000000.0,125000.0,LW,24-30,Pro
259,259,Y. Brahimi,27,82,82,FC Porto,€23M,€21K,86.0,46.0,85.0,91.0,74.0,69.0,49.0,75.0,76.0,LM ,Mill,23000000.0,21000.0,LM,24-30,Pro
258,258,G. Sigurðsson,27,82,82,Everton,€23M,€130K,65.0,57.0,84.0,79.0,81.0,82.0,67.0,66.0,86.0,LM CAM ,Mill,23000000.0,130000.0,LM,24-30,Pro
254,254,L. Stindl,28,82,82,Borussia Mönchengladbach,€23M,€56K,74.0,74.0,83.0,78.0,84.0,84.0,70.0,69.0,82.0,CAM CF ,Mill,23000000.0,56000.0,CA,24-30,Pro
255,255,M. Balotelli,26,82,82,OGC Nice,€24.5M,€51K,77.0,70.0,85.0,81.0,84.0,88.0,85.0,82.0,66.0,ST ,Mill,24000000.0,51000.0,ST,24-30,Pro
269,269,O. Giroud,30,82,82,Arsenal,€21.5M,€140K,51.0,76.0,82.0,72.0,83.0,85.0,90.0,55.0,74.0,ST ,Mill,21000000.0,140000.0,ST,24-30,Pro
253,253,Marlos,29,82,82,Shakhtar Donetsk,€21.5M,€1K,85.0,58.0,88.0,87.0,76.0,76.0,62.0,82.0,78.0,RM ,Mill,21000000.0,1000.0,RM,24-30,Pro
252,252,Taison,29,82,82,Shakhtar Donetsk,€21.5M,€1K,93.0,56.0,85.0,87.0,76.0,83.0,62.0,91.0,70.0,CAM LM ,Mill,21000000.0,1000.0,CA,24-30,Pro
251,251,V. Wanyama,26,82,85,Tottenham Hotspur,€23M,€99K,60.0,90.0,76.0,74.0,63.0,79.0,93.0,68.0,88.0,CM CDM ,Mill,23000000.0,99000.0,CM,24-30,Pro
249,249,Iborra,29,82,82,Leicester City,€17M,€85K,49.0,78.0,80.0,67.0,72.0,85.0,88.0,51.0,79.0,CAM CM CDM ,Mill,17000000.0,85000.0,CA,24-30,Pro
247,247,Douglas Costa,26,82,82,Juventus,€24M,€115K,96.0,55.0,83.0,85.0,71.0,86.0,63.0,88.0,74.0,RM LM ,Mill,24000000.0,115000.0,RM,24-30,Pro
246,246,C. Immobile,27,82,83,Lazio,€26M,€70K,77.0,77.0,79.0,77.0,86.0,86.0,74.0,85.0,71.0,ST ,Mill,26000000.0,70000.0,ST,24-30,Pro
268,268,F. Fazio,30,82,82,Roma,€16.5M,€73K,31.0,84.0,72.0,48.0,41.0,63.0,90.0,30.0,69.0,CB ,Mill,16000000.0,73000.0,CB,24-30,Pro
271,271,J. Hernández,29,82,82,West Ham United,€22M,€135K,84.0,59.0,79.0,76.0,87.0,76.0,53.0,75.0,68.0,ST ,Mill,22000000.0,135000.0,ST,24-30,Pro
270,270,B. Ivanović,33,82,82,Zenit St. Petersburg,€9M,€73K,63.0,86.0,66.0,58.0,57.0,73.0,85.0,61.0,78.0,RB CB ,Mill,9000000.0,73000.0,RB,30-36,Pro
286,286,L. Baines,32,82,82,Everton,€12.5M,€115K,73.0,74.0,80.0,78.0,63.0,84.0,64.0,68.0,81.0,LB ,Mill,12000000.0,115000.0,LB,30-36,Pro
297,297,S. Lichtsteiner,33,82,82,Juventus,€8.5M,€115K,76.0,82.0,75.0,76.0,45.0,74.0,72.0,78.0,83.0,RM RB ,Mill,8000000.0,115000.0,RM,30-36,Pro
296,296,David Villa,35,82,82,New York City Football Club,€10M,€12K,72.0,67.0,85.0,83.0,86.0,81.0,66.0,67.0,76.0,ST ,Mill,10000000.0,12000.0,ST,30-36,Pro
295,295,Fernandinho,32,82,82,Manchester City,€12.5M,€130K,73.0,86.0,78.0,77.0,69.0,83.0,75.0,73.0,80.0,RB CM CDM ,Mill,12000000.0,130000.0,RB,30-36,Pro
294,294,A. Turan,30,82,82,FC Barcelona,€20.5M,€170K,75.0,80.0,86.0,85.0,71.0,73.0,70.0,68.0,69.0,LW RW CM ,Mill,20000000.0,170000.0,LW,24-30,Pro
293,293,Raffael,32,82,82,Borussia Mönchengladbach,€17.5M,€54K,77.0,66.0,87.0,87.0,81.0,77.0,63.0,68.0,74.0,ST CF ,Mill,17000000.0,54000.0,ST,30-36,Pro
292,292,M. Gómez,31,82,82,VfL Wolfsburg,€20M,€85K,68.0,72.0,75.0,74.0,84.0,82.0,86.0,75.0,69.0,ST ,Mill,20000000.0,85000.0,ST,30-36,Pro
290,290,Raúl Albiol,31,82,82,Napoli,€15M,€73K,57.0,79.0,67.0,54.0,27.0,65.0,82.0,57.0,62.0,CB ,Mill,15000000.0,73000.0,CB,30-36,Pro
288,288,João Moutinho,30,82,82,AS Monaco,€20.5M,€48K,73.0,74.0,82.0,81.0,74.0,76.0,64.0,65.0,84.0,CAM CDM CM ,Mill,20000000.0,48000.0,CA,24-30,Pro
284,284,A. Williams,32,82,82,Everton,€12.5M,€115K,62.0,83.0,66.0,57.0,37.0,64.0,86.0,67.0,70.0,CB ,Mill,12000000.0,115000.0,CB,30-36,Pro
244,244,X. Shaqiri,25,82,85,Stoke City,€28M,€85K,87.0,64.0,83.0,85.0,72.0,85.0,62.0,79.0,74.0,RW RM ,Mill,28000000.0,85000.0,RW,24-30,Pro
283,283,S. Nasri,30,82,82,Antalyaspor,€21M,€29K,78.0,33.0,85.0,83.0,76.0,74.0,63.0,78.0,75.0,RM CM LM ,Mill,21000000.0,29000.0,RM,24-30,Pro
282,282,G. Castro,30,82,82,Borussia Dortmund,€20.5M,€72K,73.0,64.0,82.0,80.0,69.0,77.0,65.0,69.0,78.0,RM CDM CM ,Mill,20000000.0,72000.0,RM,24-30,Pro
280,280,C. Vela,28,82,82,Real Sociedad,€22.5M,€46K,87.0,57.0,81.0,82.0,81.0,73.0,68.0,81.0,68.0,ST RW ,Mill,22000000.0,46000.0,ST,24-30,Pro
279,279,D. Rose,26,82,83,Tottenham Hotspur,€21M,€99K,80.0,87.0,76.0,79.0,57.0,72.0,74.0,81.0,81.0,LWB LB ,Mill,21000000.0,99000.0,LW,24-30,Pro
278,278,D. Sturridge,27,82,82,Liverpool,€23.5M,€140K,74.0,60.0,81.0,80.0,83.0,83.0,71.0,78.0,68.0,ST ,Mill,23000000.0,140000.0,ST,24-30,Pro
277,277,Naldo,34,82,82,FC Schalke 04,€6.5M,€48K,67.0,71.0,68.0,60.0,57.0,92.0,82.0,70.0,62.0,CB ,Mill,6000000.0,48000.0,CB,30-36,Pro
273,273,L. Bender,28,82,83,Bayer 04 Leverkusen,€20M,€64K,66.0,78.0,75.0,72.0,59.0,74.0,76.0,69.0,87.0,CM CDM ,Mill,20000000.0,64000.0,CM,24-30,Pro
272,272,Beñat,30,82,82,Athletic Club de Bilbao,€20.5M,€35K,65.0,79.0,80.0,73.0,69.0,87.0,70.0,52.0,79.0,CM ,Mill,20000000.0,35000.0,CM,24-30,Pro
245,245,J. Cuadrado,29,82,82,Juventus,€21.5M,€130K,90.0,70.0,83.0,90.0,67.0,84.0,57.0,92.0,75.0,RM ,Mill,21000000.0,130000.0,RM,24-30,Pro
248,248,N. Clyne,26,82,84,Liverpool,€22M,€115K,82.0,76.0,76.0,76.0,54.0,74.0,71.0,83.0,87.0,RB ,Mill,22000000.0,115000.0,RB,24-30,Pro
243,243,Víctor Ruíz,28,82,83,Villarreal CF,€20M,€43K,54.0,82.0,71.0,53.0,37.0,59.0,85.0,61.0,74.0,CB ,Mill,20000000.0,43000.0,CB,24-30,Pro
208,208,T. Werner,21,82,87,RB Leipzig,€30.5M,€68K,92.0,63.0,82.0,81.0,86.0,74.0,59.0,91.0,78.0,ST ,Mill,30000000.0,68000.0,ST,18-24,Pro
216,216,C. Bacca,30,82,82,Villarreal CF,€21.5M,€125K,76.0,62.0,81.0,79.0,87.0,76.0,74.0,78.0,67.0,ST ,Mill,21000000.0,125000.0,ST,24-30,Pro
215,215,Felipe,28,82,82,FC Porto,€18M,€20K,65.0,84.0,64.0,57.0,39.0,46.0,78.0,70.0,83.0,CB ,Mill,18000000.0,20000.0,CB,24-30,Pro
214,214,Saúl,22,82,90,Atlético Madrid,€32M,€59K,72.0,66.0,84.0,82.0,71.0,74.0,76.0,73.0,80.0,RM CM ,Mill,32000000.0,59000.0,RM,18-24,Pro
242,242,G. Medel,29,82,82,Beşiktaş JK,€17M,€64K,74.0,89.0,74.0,63.0,31.0,65.0,76.0,74.0,84.0,CB CDM ,Mill,17000000.0,64000.0,CB,24-30,Pro
212,212,Q. Promes,25,82,85,Spartak Moscow,€28M,€76K,86.0,60.0,82.0,83.0,82.0,82.0,61.0,91.0,81.0,LM ST RM ,Mill,28000000.0,76000.0,LM,24-30,Pro
211,211,L. Goretzka,22,82,88,FC Schalke 04,€30M,€46K,83.0,84.0,82.0,80.0,71.0,76.0,68.0,85.0,86.0,CDM CAM CM ,Mill,30000000.0,46000.0,CD,18-24,Pro
210,210,A. Martial,21,82,90,Manchester United,€33M,€115K,92.0,59.0,84.0,88.0,81.0,84.0,76.0,89.0,79.0,ST LM ,Mill,33000000.0,115000.0,ST,18-24,Pro
209,209,André Gomes,23,82,88,FC Barcelona,€30M,€150K,71.0,81.0,80.0,81.0,68.0,80.0,85.0,66.0,78.0,CAM LW CM ,Mill,30000000.0,150000.0,CA,18-24,Pro
207,207,F. Bernardeschi,23,82,88,Juventus,€30.5M,€110K,84.0,52.0,87.0,86.0,73.0,80.0,63.0,84.0,83.0,LM CF RM ,Mill,30000000.0,110000.0,LM,18-24,Pro
218,218,M. Kovačić,23,82,88,Real Madrid CF,€30M,€150K,85.0,71.0,87.0,88.0,62.0,79.0,65.0,77.0,77.0,CDM CM ,Mill,30000000.0,150000.0,CD,18-24,Pro
206,206,J. Tah,21,82,88,Bayer 04 Leverkusen,€26M,€47K,64.0,70.0,64.0,55.0,19.0,44.0,91.0,78.0,60.0,CB ,Mill,26000000.0,47000.0,CB,18-24,Pro
205,205,K. Baldé Diao,22,82,90,AS Monaco,€32.5M,€46K,93.0,54.0,89.0,87.0,79.0,78.0,76.0,92.0,73.0,ST LW ,Mill,32000000.0,46000.0,ST,18-24,Pro
204,204,J. Seri,25,82,83,OGC Nice,€26M,€45K,84.0,73.0,84.0,79.0,69.0,78.0,72.0,77.0,79.0,CDM CM ,Mill,26000000.0,45000.0,CD,24-30,Pro
203,203,N. Fekir,23,82,85,Olympique Lyonnais,€28M,€70K,79.0,69.0,86.0,86.0,78.0,84.0,77.0,80.0,67.0,ST CAM ,Mill,28000000.0,70000.0,ST,18-24,Pro
202,202,I. Slimani,29,82,82,Leicester City,€22M,€100K,66.0,86.0,75.0,74.0,80.0,78.0,85.0,72.0,87.0,ST ,Mill,22000000.0,100000.0,ST,24-30,Pro
201,201,C. Tolisso,22,82,89,FC Bayern Munich,€30.5M,€98K,79.0,81.0,80.0,77.0,75.0,82.0,81.0,69.0,86.0,CDM CM ,Mill,30000000.0,98000.0,CD,18-24,Pro
200,200,T. Bakayoko,22,82,88,Chelsea,€26M,€105K,75.0,85.0,78.0,75.0,39.0,72.0,82.0,72.0,86.0,CM CDM ,Mill,26000000.0,105000.0,CM,18-24,Pro
199,199,L. Sané,21,82,91,Manchester City,€34.5M,€125K,93.0,58.0,84.0,87.0,78.0,78.0,70.0,94.0,80.0,LM RW LW ,Mill,34000000.0,125000.0,LM,18-24,Pro
217,217,F. Vázquez,28,82,82,Sevilla FC,€22.5M,€27K,62.0,80.0,89.0,88.0,77.0,74.0,78.0,66.0,72.0,CF CM CAM ,Mill,22000000.0,27000.0,CF,24-30,Pro
213,213,Lucas Vázquez,26,82,83,Real Madrid CF,€26M,€185K,83.0,65.0,83.0,82.0,77.0,77.0,57.0,79.0,90.0,RM RW ,Mill,26000000.0,185000.0,RM,24-30,Pro
220,220,Manu Trigueros,25,82,85,Villarreal CF,€27.5M,€43K,73.0,68.0,84.0,81.0,71.0,81.0,63.0,73.0,79.0,CAM CDM CM ,Mill,27000000.0,43000.0,CA,24-30,Pro
232,232,E. Dier,23,82,87,Tottenham Hotspur,€25M,€85K,70.0,90.0,70.0,66.0,52.0,83.0,87.0,74.0,80.0,CM CDM CB ,Mill,25000000.0,85000.0,CM,18-24,Pro
240,240,Willian José,25,82,86,Real Sociedad,€29M,€42K,65.0,65.0,80.0,79.0,84.0,83.0,87.0,68.0,67.0,ST ,Mill,29000000.0,42000.0,ST,24-30,Pro
239,239,Pizzi,27,82,82,SL Benfica,€23M,€19K,83.0,68.0,82.0,82.0,77.0,74.0,59.0,76.0,90.0,RM CM ,Mill,23000000.0,19000.0,RM,24-30,Pro
238,238,Jonathan Viera,27,82,82,UD Las Palmas,€23M,€31K,86.0,56.0,83.0,88.0,78.0,70.0,67.0,76.0,78.0,CAM LM CM ,Mill,23000000.0,31000.0,CA,24-30,Pro
221,221,A. Rüdiger,24,82,86,Chelsea,€24.5M,€105K,73.0,89.0,68.0,59.0,27.0,70.0,83.0,75.0,65.0,RB CB ,Mill,24000000.0,105000.0,RB,18-24,Pro
236,236,F. Acerbi,29,82,82,Sassuolo,€17M,€68K,65.0,73.0,67.0,57.0,37.0,75.0,84.0,60.0,69.0,CB ,Mill,17000000.0,68000.0,CB,24-30,Pro
235,235,H. Son,24,82,85,Tottenham Hotspur,€28M,€95K,87.0,60.0,82.0,85.0,83.0,83.0,62.0,86.0,80.0,ST RM LM ,Mill,28000000.0,95000.0,ST,18-24,Pro
234,234,Lucas,24,82,85,Paris Saint-Germain,€28M,€92K,95.0,67.0,82.0,88.0,72.0,79.0,56.0,92.0,68.0,LW RW ,Mill,28000000.0,92000.0,LW,18-24,Pro
233,233,M. Rojo,27,82,83,Manchester United,€21M,€130K,70.0,92.0,68.0,67.0,50.0,79.0,82.0,71.0,79.0,LB CB ,Mill,21000000.0,130000.0,LB,24-30,Pro
237,237,G. Xhaka,24,82,85,Arsenal,€27.5M,€110K,48.0,92.0,80.0,70.0,49.0,88.0,76.0,51.0,78.0,CDM CM ,Mill,27000000.0,110000.0,CD,18-24,Pro
231,231,Deulofeu,23,82,89,FC Barcelona,€31M,€165K,93.0,40.0,87.0,89.0,70.0,72.0,59.0,93.0,78.0,RW LW ,Mill,31000000.0,165000.0,RW,18-24,Pro
224,224,Iñigo Martínez,26,82,86,Real Sociedad,€24M,€37K,70.0,86.0,70.0,53.0,42.0,81.0,78.0,72.0,72.0,CB ,Mill,24000000.0,37000.0,CB,24-30,Pro
230,230,Suso,23,82,87,Milan,€29.5M,€110K,84.0,23.0,89.0,87.0,70.0,78.0,50.0,80.0,77.0,RW ,Mill,29000000.0,110000.0,RW,18-24,Pro
222,222,F. Thauvin,24,82,85,Olympique de Marseille,€28M,€40K,88.0,56.0,83.0,86.0,74.0,82.0,62.0,77.0,71.0,RM RW ,Mill,28000000.0,40000.0,RM,18-24,Pro
223,223,S. Savić,26,82,86,Atlético Madrid,€24M,€62K,60.0,83.0,66.0,47.0,34.0,43.0,77.0,65.0,60.0,CB ,Mill,24000000.0,62000.0,CB,24-30,Pro
225,225,Roque Mesa,28,82,82,Swansea City,€18M,€85K,76.0,92.0,82.0,72.0,67.0,63.0,69.0,78.0,92.0,CM CDM ,Mill,18000000.0,85000.0,CM,24-30,Pro
226,226,A. Florenzi,26,82,84,Roma,€22M,€73K,86.0,79.0,84.0,79.0,76.0,82.0,68.0,84.0,90.0,CM RW RB ,Mill,22000000.0,73000.0,CM,24-30,Pro
227,227,D. Klaassen,24,82,85,Everton,€27.5M,€110K,73.0,76.0,81.0,72.0,82.0,78.0,74.0,73.0,92.0,CAM CM ,Mill,27000000.0,110000.0,CA,18-24,Pro
228,228,K. Bellarabi,27,82,82,Bayer 04 Leverkusen,€23M,€67K,91.0,59.0,82.0,87.0,75.0,85.0,68.0,93.0,73.0,RM ,Mill,23000000.0,67000.0,RM,24-30,Pro
229,229,R. Sterling,22,82,87,Manchester City,€29.5M,€140K,94.0,34.0,84.0,85.0,73.0,68.0,64.0,92.0,75.0,LM RM RW ,Mill,29000000.0,140000.0,LM,18-24,Pro
379,379,Dante,33,81,81,OGC Nice,€7M,€39K,44.0,73.0,73.0,58.0,47.0,66.0,81.0,45.0,62.0,CB ,Mill,7000000.0,39000.0,CB,30-36,Pro
380,380,A. Gignac,31,81,81,Tigres U.A.N.L.,€16M,€84K,74.0,80.0,73.0,75.0,86.0,84.0,89.0,71.0,72.0,ST ,Mill,16000000.0,84000.0,ST,30-36,Pro
382,382,G. Rodríguez,33,81,81,San Lorenzo de Almagro,€7M,€27K,65.0,80.0,70.0,62.0,44.0,68.0,78.0,70.0,66.0,CB ,Mill,7000000.0,27000.0,CB,30-36,Pro
383,383,D. Srna,35,81,81,Shakhtar Donetsk,€3.8M,€1K,69.0,83.0,83.0,72.0,69.0,83.0,72.0,76.0,74.0,RB ,Mill,3000000.0,1000.0,RB,30-36,Pro
384,384,B. Schweinsteiger,32,81,81,Chicago Fire Soccer Club,€13.5M,€13K,40.0,80.0,80.0,71.0,69.0,82.0,77.0,39.0,64.0,CDM CM ,Mill,13000000.0,13000.0,CD,30-36,Pro
387,387,W. Rooney,31,81,81,Everton,€15.5M,€120K,67.0,81.0,80.0,73.0,80.0,86.0,83.0,68.0,78.0,ST CAM ,Mill,15000000.0,120000.0,ST,30-36,Pro
388,388,P. Mertesacker,32,81,81,Arsenal,€10M,€110K,26.0,68.0,64.0,39.0,36.0,71.0,83.0,28.0,55.0,CB ,Mill,10000000.0,110000.0,CB,30-36,Pro
389,389,T. Motta,34,81,81,Paris Saint-Germain,€5.5M,€81K,31.0,93.0,81.0,65.0,54.0,80.0,83.0,32.0,71.0,CDM ,Mill,5000000.0,81000.0,CD,30-36,Pro
390,390,Fernando Torres,33,81,81,Atlético Madrid,€11M,€68K,74.0,62.0,81.0,82.0,77.0,83.0,76.0,77.0,61.0,ST ,Mill,11000000.0,68000.0,ST,30-36,Pro
391,391,S. Eto'o,36,81,81,Antalyaspor,€6.5M,€22K,73.0,75.0,78.0,80.0,85.0,85.0,70.0,75.0,65.0,ST ,Mill,6000000.0,22000.0,ST,30-36,Pro
378,378,H. Ben Arfa,30,81,81,Paris Saint-Germain,€17M,€88K,79.0,61.0,83.0,89.0,75.0,80.0,72.0,73.0,67.0,ST CAM ,Mill,17000000.0,88000.0,ST,24-30,Pro
381,381,Gabi,33,81,81,Atlético Madrid,€10.5M,€62K,62.0,82.0,79.0,74.0,67.0,81.0,69.0,65.0,76.0,CM ,Mill,10000000.0,62000.0,CM,30-36,Pro
376,376,M. Škrtel,32,81,81,Fenerbahçe SK,€10M,€73K,54.0,80.0,59.0,46.0,35.0,46.0,85.0,67.0,76.0,CB ,Mill,10000000.0,73000.0,CB,30-36,Pro
364,364,K. Mitroglou,29,81,81,Olympique de Marseille,€18M,€44K,53.0,83.0,78.0,75.0,82.0,85.0,90.0,62.0,71.0,ST ,Mill,18000000.0,44000.0,ST,24-30,Pro
337,337,G. Krychowiak,27,81,83,West Bromwich Albion,€17.5M,€81K,62.0,87.0,75.0,63.0,42.0,81.0,91.0,68.0,77.0,CDM ,Mill,17000000.0,81000.0,CD,24-30,Pro
355,355,M. Lanzini,24,81,87,West Ham United,€24.5M,€95K,85.0,47.0,86.0,87.0,70.0,75.0,45.0,80.0,78.0,LM CAM ,Mill,24000000.0,95000.0,LM,18-24,Pro
